Name,Latitude,Longitude,geometry
ST JOHNS MEDCIAL CENTER,40.67049205497436,-73.93243488016677,POINT (-73.93243488016677 40.67049205497436)
EINSTEIN COLLEGE CHANIN INSTITUTE FOR CANCER RESEARCH,40.85003311269568,-73.84584228009098,POINT (-73.84584228009098 40.850033112695684)
BROOKHAVEN REHABILITATION & HEALTH CARE CENTER,40.5964692044608,-73.75084950329688,POINT (-73.75084950329688 40.596469204460796)
CREEDMOOR HOSPITAL MAIN GATE,40.741213486183845,-73.73281476067052,POINT (-73.73281476067052 40.741213486183845)
CORNERSTONE OF MEDICAL ARTS CENTER,40.72069874476296,-73.80803100343637,POINT (-73.80803100343637 40.720698744762956)
RIVEREDGE COMMUNITY HOUSE,40.788944780492685,-73.93187228497375,POINT (-73.93187228497375 40.788944780492685)
JACOBI HOSPITAL KENNEDY BUILDING,40.85554672077905,-73.84745452625846,POINT (-73.84745452625846 40.85554672077905)
ST MARYS HOSPITAL FOR CHILDREN,40.77648767384941,-73.76870235654219,POINT (-73.76870235654219 40.77648767384941)
MOUNT SINAI ADOLESCENT HEALTH CENTER,40.78239722507988,-73.94719089983053,POINT (-73.94719089983053 40.782397225079876)
LENOX HILL HOSPITAL,40.773989570140174,-73.96113956971217,POINT (-73.96113956971217 40.773989570140174)
HARLEM HOSPITAL CENTER EMERGENCY,40.814800112345694,-73.93900578094532,POINT (-73.93900578094532 40.814800112345694)
NYS OMH STOREHOUSE BUILDING,40.78879968712247,-73.92839391492836,POINT (-73.92839391492836 40.78879968712247)
CASA PROMESA,40.84645473747126,-73.90411283253894,POINT (-73.90411283253894 40.84645473747126)
MOUNT SINAI LEON AND NORMA HESS CENTER FOR SCIENCE AND MEDICINE,40.79092799338709,-73.95180455138488,POINT (-73.95180455138488 40.79092799338709)
RONALD MCDONALD HOUSE,40.752005374135614,-73.7090816770281,POINT (-73.7090816770281 40.752005374135614)
NY BLOOD CENTER VERNON BLVD,40.74784415160772,-73.95209277134926,POINT (-73.95209277134926 40.74784415160772)
STEVENSON FAMILY HEALTH CENTER,40.82036795571911,-73.85826642463316,POINT (-73.85826642463316 40.82036795571911)
KINGSBROOK JEWISH MEDICAL CENTER,40.65948653101587,-73.93378191168652,POINT (-73.93378191168652 40.65948653101587)
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,40.69031012798087,-73.97752413996145,POINT (-73.97752413996145 40.690310127980865)
PLAZA DEL SOL FAMILY HEALTH CENTER,40.75349716748935,-73.8604714166204,POINT (-73.8604714166204 40.75349716748935)
ST JOHNS EPISCOPAL HOSPITAL,40.59864197215342,-73.7532371626456,POINT (-73.7532371626456 40.59864197215342)
WILLIAMSBRIDGE CENTER,40.84589008670673,-73.84861319705779,POINT (-73.84861319705779 40.84589008670673)
JAMAICA HOSPITAL MEDICAL CENTER,40.7002047407491,-73.81616297458758,POINT (-73.81616297458758 40.7002047407491)
NYC CHILDRENS CENTER QUEENS CAMPUS,40.74596082215649,-73.72638773699973,POINT (-73.72638773699973 40.74596082215649)
PROJECT HOSPITALITY HEALTH CENTER,40.64116401370061,-74.0765268202159,POINT (-74.0765268202159 40.64116401370061)
NYS OMH PROTESTANT CHAPEL,40.78792902612598,-73.92926686260077,POINT (-73.92926686260077 40.78792902612598)
HIGHLAND CARE CENTER,40.70860943112507,-73.7854752799895,POINT (-73.7854752799895 40.70860943112507)
CHILD HEALTH STATN CORONA AV,40.74380173550135,-73.85851481511304,POINT (-73.85851481511304 40.74380173550135)
UNION COMMUNITY HEALTH CENTER GRAND CONCOURSE,40.851966827588114,-73.90446214595607,POINT (-73.90446214595607 40.851966827588114)
UNITED CEREBRAL PALSY LAWRENCE AV,40.63091119521469,-73.9734736445745,POINT (-73.9734736445745 40.63091119521469)
HOSPITAL FOR SPECIAL SURGERY EAST RIVER PROFESSIONAL BUILDING,40.76654524126024,-73.95230380838608,POINT (-73.95230380838608 40.76654524126024)
NYS OMH MAINTENANCE PLUMBING SHOP,40.78645117834125,-73.92738340024694,POINT (-73.92738340024694 40.78645117834125)
HAMAD BIN KHALIFA BIOMEDICAL RESEARCH BUILDING,40.76597992513836,-73.95322801748496,POINT (-73.95322801748496 40.76597992513836)
UNION COMMUNITY HEALTH CENTER E FORDHAM RD,40.86026478478594,-73.88934066942952,POINT (-73.88934066942952 40.86026478478594)
CONEY ISLAND HOSPITAL,40.58612196686545,-73.96563797373686,POINT (-73.96563797373686 40.58612196686545)
KINGSBORO PSYCHIATRIC CENTER,40.6565727067699,-73.93648945137087,POINT (-73.93648945137087 40.6565727067699)
MT SINAI KLINGENSTEIN PAVILION,40.78961368256046,-73.95420124297132,POINT (-73.95420124297132 40.78961368256046)
JACOBI HOSPITAL BOILER HOUSE,40.85671971948156,-73.84800096336122,POINT (-73.84800096336122 40.85671971948156)
JACOBI HOSPITAL STORAGE BUILDING,40.85413823080492,-73.84390048561488,POINT (-73.84390048561488 40.85413823080492)
NYS OMH MEYER BLDG GAZEBO 1,40.789943492394514,-73.92802198362271,POINT (-73.92802198362271 40.789943492394514)
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN,40.61392110961935,-73.9484924356467,POINT (-73.9484924356467 40.61392110961935)
SCOTT MEDICAL CENTER,40.62753405311408,-73.9175921377614,POINT (-73.9175921377614 40.627534053114076)
ROCKAWAY REHABILITATION,40.600011546559,-73.75368351047015,POINT (-73.75368351047015 40.600011546559)
NYU LANGONE COBBLE HILL HOSPITAL,40.69087817850253,-73.99746669433439,POINT (-73.99746669433439 40.69087817850253)
LENOX HILL HOSPITAL EINHORN AUDITORIUM,40.77334338460351,-73.96062046018798,POINT (-73.96062046018798 40.77334338460351)
MOUNT SINAI CENTER FOR ADVANCED MEDICINE,40.791609931299945,-73.9521476246573,POINT (-73.9521476246573 40.791609931299945)
NYU DOWNTOWN HOSPITAL,40.7105036631291,-74.00499016751789,POINT (-74.00499016751789 40.7105036631291)
BROOKDALE UNIVERSITY HOSPITAL & MEDICAL CENTER,40.6546553231529,-73.91215996815934,POINT (-73.91215996815934 40.6546553231529)
COLUMBIA UNIVERSITY MEDICAL CENTER MARY WOODARD LASKER BIOMEDICAL RESEARCH BUILDING,40.83944930311919,-73.94039965334662,POINT (-73.94039965334662 40.83944930311919)
