listing_id,listing_url,last_scraped,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,geometry
43271004,https://www.airbnb.com/rooms/43271004,2024-09-05,51548122,2015-12-16,within a few hours,96%,90%,f,48.0,70.0,"['email', 'phone']",t,t,Manhattan,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Clothing storage: closet"", ""HOT PLATE induction stove"", ""Elevator"", ""Mini fridge"", ""TV"", ""Smoke alarm"", ""Heating"", ""Exterior security cameras on property"", ""Refrigerator"", ""Conditioner"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""Room-darkening shades"", ""Iron"", ""Private entrance"", ""Free street parking"", ""Washer \u2013\u00a0In building"", ""Microwave"", ""Essentials"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$210.00,15,29,8.0,15.0,29.0,29.0,14.9,29.0,0,12,41,41,49,15,0,2020-05-29,2024-07-27,4.84,4.88,4.92,4.73,4.51,4.8,4.69,f,48,44,4,0,0.94,POINT (-73.99378 40.71883)
12403252,https://www.airbnb.com/rooms/12403252,2024-09-04,67069129,2016-04-13,within a few hours,100%,50%,f,2.0,2.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Clothing storage: closet"", ""Stove"", ""Smoke alarm"", ""HDTV with Amazon Prime Video, Apple TV, Chromecast, Netflix, Hulu, Roku, Fire TV"", ""Cooking basics"", ""Paid parking off premises"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""Room-darkening shades"", ""Iron"", ""Free street parking"", ""Microwave"", ""Essentials"", ""Host greets you"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hangers"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Bathtub"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$175.00,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,255,7,0,2016-05-04,2023-12-03,4.72,4.87,4.83,4.78,4.75,4.77,4.7,t,2,2,0,0,2.51,POINT (-73.94934 40.80601)
17347938,https://www.airbnb.com/rooms/17347938,2024-09-04,108982711,2016-12-29,within an hour,100%,90%,t,3.0,5.0,"['email', 'phone']",t,t,Queens,Private room in rental unit,Private room,2,1.0,1 private bath,3.0,4.0,"[""Keypad"", ""Stove"", ""Smoke alarm"", ""Cooking basics"", ""Paid parking off premises"", ""Heating"", ""Exterior security cameras on property"", ""Refrigerator"", ""Long term stays allowed"", ""Backyard"", ""Ethernet connection"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Room-darkening shades"", ""Free street parking"", ""Iron"", ""Microwave"", ""Essentials"", ""55 inch HDTV with standard cable, Amazon Prime Video, Netflix, Roku"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Self check-in"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$285.00,3,360,2.0,5.0,360.0,360.0,3.1,360.0,1,2,9,195,221,61,6,2017-05-06,2024-09-01,4.97,4.95,4.96,4.99,5.0,4.93,4.9,f,3,1,2,0,2.47,POINT (-73.91593615929375 40.75626501680838)
1117392950529887686,https://www.airbnb.com/rooms/1117392950529887686,2024-09-04,567937804,2024-03-19,,,,f,2.0,2.0,"['email', 'phone']",f,t,Brooklyn,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""TV"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Lock on bedroom door"", ""Wifi""]",$120.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,269,0,0,0,,,,,,,,,,f,2,0,2,0,,POINT (-73.92796523213175 40.69627525316752)
1530386,https://www.airbnb.com/rooms/1530386,2024-09-05,8163133,2013-08-14,within a day,100%,100%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Manhattan,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Stove"", ""Smoke alarm"", ""Window AC unit"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Iron"", ""Microwave"", ""Essentials"", ""Carbon monoxide alarm"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Lockbox"", ""Self check-in"", ""Coffee maker"", ""70 inch HDTV with HBO Max"", ""Wifi""]",$349.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,88,2,0,2014-08-07,2024-08-03,4.72,4.77,4.64,4.88,4.93,4.94,4.49,f,1,1,0,0,0.72,POINT (-74.0021 40.7399)
993576,https://www.airbnb.com/rooms/993576,2024-09-05,15145088,2014-05-05,within an hour,100%,100%,t,8.0,8.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Dishwasher"", ""Cleaning products"", ""Crib"", ""Smoke alarm"", ""Rice maker"", ""Summit stainless steel oven"", ""Free dryer \u2013 In building"", ""Shared gym nearby"", ""Central air conditioning"", ""Summit refrigerator"", ""Cooking basics"", ""Table corner guards"", ""Clothing storage: closet and dresser"", ""Exterior security cameras on property"", ""Coffee"", ""Shower gel"", ""Outlet covers"", ""Hot water kettle"", ""37 inch HDTV with Fire TV, premium cable, standard cable"", ""Long term stays allowed"", ""Lake view"", ""Conditioner"", ""Drying rack for clothing"", ""Paid parking on premises"", ""Free washer \u2013 In building"", ""GE  stainless steel gas stove"", ""Ethernet connection"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Room-darkening shades"", ""Free street parking"", ""Iron"", ""Private entrance"", ""Coffee maker: Nespresso"", ""Wine glasses"", ""Microwave"", ""Essentials"", ""Central heating"", ""Laundromat nearby"", ""Smart lock"", ""Carbon monoxide alarm"", ""Cleaning available during stay"", ""Pets allowed"", ""Bed linens"", ""Freezer"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Paid street parking off premises"", ""Dishes and silverware"", ""High chair"", ""Yardley London English Lavender body soap"", ""Bathtub"", ""Park view"", ""Dedicated workspace"", ""River view"", ""Baking sheet"", ""Extra pillows and blankets"", ""Self check-in"", ""Luggage dropoff allowed"", ""Blender"", ""Wifi"", ""Free parking on premises""]",$216.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,16,46,76,351,23,5,0,2015-08-09,2024-08-04,4.87,4.91,5.0,4.91,5.0,4.87,4.61,f,8,8,0,0,0.21,POINT (-73.97321 40.78741)
53687603,https://www.airbnb.com/rooms/53687603,2023-10-02,407304997,2021-06-15,within an hour,100%,100%,f,31.0,55.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,5,,1.5 baths,2.0,2.0,"[""Microwave"", ""Self check-in"", ""Dryer"", ""Building staff"", ""Refrigerator"", ""Wifi"", ""Dishes and silverware"", ""Gym"", ""Hair dryer"", ""Cooking basics"", ""Hangers"", ""Bed linens"", ""Paid parking garage off premises"", ""Bathtub"", ""Heating"", ""Dedicated workspace"", ""Elevator"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Pets allowed"", ""TV"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water"", ""Dishwasher"", ""Room-darkening shades"", ""Kitchen"", ""Shampoo"", ""Air conditioning"", ""Stove"", ""Iron""]",$274.00,30,720,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,9,8,0,2022-03-30,2023-08-12,5.0,4.89,4.78,4.89,5.0,4.78,5.0,t,31,31,0,0,0.49,POINT (-74.00677 40.71019)
780793386308713533,https://www.airbnb.com/rooms/780793386308713533,2024-09-04,53363226,2016-01-04,within a day,50%,0%,f,1.0,2.0,"['email', 'phone']",t,t,Manhattan,Entire condo,Entire home/apt,6,2.5,2.5 baths,3.0,3.0,"[""Indoor fireplace"", ""Kitchen"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Self check-in"", ""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Wifi""]","$1,829.00",30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,364,2,0,0,2023-04-01,2023-05-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11,POINT (-74.00598 40.73713)
53562090,https://www.airbnb.com/rooms/53562090,2024-02-06,108614805,2016-12-26,,,33%,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Brooklyn,Private room in casa particular,Private room,1,1.0,1 shared bath,1.0,1.0,"[""AC - split type ductless system"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""City skyline view"", ""Kitchen"", ""Host greets you""]",$53.00,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,0,0,132,0,0,0,,,,,,,,,,f,1,0,1,0,,POINT (-73.9829 40.68386)
705838938258296964,https://www.airbnb.com/rooms/705838938258296964,2023-12-05,477578342,2022-08-31,,,98%,t,1.0,1.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,"[""Fire extinguisher"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Cooking basics"", ""Hot water kettle"", ""Microwave"", ""Refrigerator"", ""Central air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Bed linens"", ""Gas stove"", ""Hangers"", ""Dedicated workspace"", ""23\"" HDTV with Netflix"", ""Kitchen"", ""Dishes and silverware""]",$250.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,0,46,35,0,2022-10-08,2023-11-04,4.68,4.79,4.74,4.85,4.91,4.98,4.53,t,1,1,0,0,3.25,POINT (-73.99469 40.72392)
641930068984421251,https://www.airbnb.com/rooms/641930068984421251,2024-09-04,4483467,2012-12-24,within a day,75%,25%,t,4.0,6.0,"['email', 'phone']",t,t,Brooklyn,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cleaning products"", ""Window AC unit"", ""Cooking basics"", ""Exterior security cameras on property"", ""Refrigerator"", ""Conditioner"", ""Kitchen"", ""Hot water"", ""Room-darkening shades"", ""Record player"", ""Essentials"", ""Gas stove"", ""Freezer"", ""Radiant heating"", ""Shampoo"", ""Hangers"", ""Bidet"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Bathtub"", ""Extra pillows and blankets"", ""Wifi""]",$250.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,10,0,0,2022-06-13,2023-08-14,4.7,4.6,4.4,4.9,5.0,5.0,4.5,f,4,2,2,0,0.37,POINT (-73.9555 40.7326)
803378937776961718,https://www.airbnb.com/rooms/803378937776961718,2024-09-05,305240193,2019-10-29,within a few hours,100%,79%,f,382.0,1480.0,"['email', 'phone']",t,t,Manhattan,Private room in rental unit,Private room,1,0.0,0 shared baths,2.0,1.0,"[""Dishwasher"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Cooking basics"", ""Oven"", ""Dryer"", ""Free street parking"", ""Lockbox"", ""Heating"", ""TV"", ""Self check-in"", ""Microwave"", ""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi""]",$100.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,363,0,0,0,,,,,,,,,,f,354,2,352,0,,POINT (-73.98088 40.73629)
1225516025725899603,https://www.airbnb.com/rooms/1225516025725899603,2024-09-04,66658078,2016-04-10,within an hour,100%,64%,t,3.0,3.0,"['email', 'phone']",t,t,Brooklyn,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,"[""Cleaning products"", ""Stainless steel single oven"", ""TV"", ""Smoke alarm"", ""Washer"", ""Cooking basics"", ""Coffee"", ""Portable fans"", ""Stainless steel gas stove"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Refrigerator"", ""Long term stays allowed"", ""Housekeeping - available at extra cost"", ""Books and reading material"", ""Fast wifi \u2013 291 Mbps"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Free street parking"", ""Portable heater"", ""Wine glasses"", ""Microwave"", ""Host greets you"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Bed linens"", ""Freezer"", ""Radiant heating"", ""Hangers"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Baking sheet"", ""Clothing storage"", ""Dining table"", ""Coffee maker: french press""]",$136.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,3,33,63,182,0,0,0,,,,,,,,,,f,3,3,0,0,,POINT (-73.96468245767352 40.70843730737064)
46436583,https://www.airbnb.com/rooms/46436583,2024-09-05,348619646,2020-06-03,within an hour,100%,95%,f,51.0,57.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,5,1.0,1 bath,0.0,3.0,"[""TV"", ""Stove"", ""Smoke alarm"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Refrigerator"", ""Conditioner"", ""Kitchen"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$259.00,7,1125,1.0,6.0,1125.0,1125.0,5.8,1125.0,5,22,52,290,53,28,0,2021-08-02,2024-07-08,4.53,4.62,4.34,4.62,4.75,4.87,4.28,f,51,40,11,0,1.41,POINT (-73.9888 40.74665)
9708577,https://www.airbnb.com/rooms/9708577,2024-09-04,50126257,2015-11-29,within an hour,100%,100%,t,1.0,2.0,"['email', 'phone']",t,t,Brooklyn,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,6.0,"[""Dishwasher"", ""Stove"", ""Smoke alarm"", ""Washer"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""TV with standard cable"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Free street parking"", ""Dryer"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""Essentials"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Bathtub"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Air conditioning"", ""Wifi""]",$370.00,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,192,13,0,2017-06-29,2023-12-04,4.87,4.91,4.95,4.92,4.97,4.59,4.74,f,1,1,0,0,2.19,POINT (-73.98985 40.63511)
1140648575559885533,https://www.airbnb.com/rooms/1140648575559885533,2024-09-04,171136827,2018-02-01,within an hour,99%,99%,f,4.0,10.0,"['email', 'phone']",t,t,Brooklyn,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Mosquito net"", ""Cleaning products"", ""Dishwasher"", ""Dining table"", ""TV"", ""Stove"", ""Smoke alarm"", ""Washer"", ""Cooking basics"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""Shower gel"", ""Hot water kettle"", ""Refrigerator"", ""Conditioner"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""Room-darkening shades"", ""Dryer"", ""Iron"", ""Free street parking"", ""Fire extinguisher"", ""Wine glasses"", ""Microwave"", ""Essentials"", ""Central heating"", ""Carbon monoxide alarm"", ""Freezer"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""First aid kit"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$150.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,8,36,66,246,13,13,0,2024-05-06,2024-08-04,4.15,3.85,4.08,4.0,4.15,4.08,4.15,t,4,0,4,0,3.2,POINT (-73.94483854570369 40.69953978343126)
741351653042481480,https://www.airbnb.com/rooms/741351653042481480,2023-12-04,484290309,2022-10-19,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,t,Bronx,Entire rental unit,Entire home/apt,2,,1 bath,,3.0,"[""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Coffee"", ""Radiant heating"", ""Cooking basics"", ""Microwave"", ""Extra pillows and blankets"", ""Shampoo"", ""Cleaning products"", ""Dedicated workspace"", ""Dishwasher"", ""Baking sheet"", ""Laundromat nearby"", ""Dishes and silverware"", ""Shower gel"", ""Cleaning available during stay"", ""Conditioner"", ""Trash compactor"", ""Hangers"", ""Fire extinguisher"", ""Iron"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Toaster"", ""Stove"", ""Wifi"", ""Wine glasses"", ""Self check-in"", ""Kitchen"", ""55\"" HDTV with Netflix"", ""Hair dryer"", ""Room-darkening shades"", ""First aid kit"", ""Private entrance"", ""Essentials"", ""Blender"", ""AC - split type ductless system"", ""Coffee maker"", ""Refrigerator"", ""Lockbox"", ""Heating - split type ductless system"", ""Smoke alarm"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Safe"", ""Free street parking""]",$220.00,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,54,84,359,48,45,0,2022-10-30,2023-11-03,4.77,4.77,4.92,4.92,4.94,4.63,4.75,t,1,1,0,0,3.59,POINT (-73.8508083 40.8622919)
1050883540304911217,https://www.airbnb.com/rooms/1050883540304911217,2024-06-05,365342297,2020-08-31,within an hour,93%,89%,f,2.0,3.0,"['email', 'phone']",t,t,Manhattan,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Stove"", ""Lock on bedroom door"", ""Cleaning products"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Bathtub"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Coffee maker"", ""Smoke alarm"", ""Free street parking"", ""Microwave"", ""Freezer"", ""Fire extinguisher"", ""Air conditioning"", ""Cooking basics"", ""Host greets you"", ""Heating"", ""Hair dryer"", ""Body soap"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Refrigerator""]",$86.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,179,1,1,0,2024-05-02,2024-05-02,2.0,3.0,1.0,5.0,5.0,5.0,2.0,f,2,0,2,0,0.86,POINT (-73.99007336168215 40.713830720702255)
660468074010524274,https://www.airbnb.com/rooms/660468074010524274,2024-09-05,37918574,2015-07-08,,,,f,2.0,8.0,"['email', 'phone']",t,t,Brooklyn,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,"[""Mosquito net"", ""Cleaning products"", ""Dining table"", ""Keypad"", ""TV"", ""Smoke alarm"", ""Washer"", ""Cooking basics"", ""Heating"", ""Outdoor furniture"", ""Outdoor dining area"", ""Shower gel"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Dryer"", ""Iron"", ""Private entrance"", ""Game console"", ""Wine glasses"", ""Freezer"", ""Toaster"", ""Shampoo"", ""Oven"", ""Self check-in"", ""First aid kit"", ""Coffee maker"", ""Air conditioning"", ""Wifi"", ""Free parking on premises""]",$542.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,179,35,6,0,2022-07-28,2023-10-22,4.74,4.8,4.43,5.0,4.97,5.0,4.69,t,2,1,1,0,1.36,POINT (-73.9567 40.71514)
648487968072894005,https://www.airbnb.com/rooms/648487968072894005,2024-09-05,464060867,2022-06-13,within a day,100%,40%,t,1.0,2.0,"['email', 'phone']",t,t,Manhattan,Entire condo,Entire home/apt,8,2.5,2.5 baths,3.0,4.0,"[""Dishwasher"", ""Cleaning products"", ""Crib"", ""Smoke alarm"", ""Window AC unit"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Exterior security cameras on property"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Coffee"", ""Outdoor furniture"", ""Portable fans"", ""Stainless steel gas stove"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Refrigerator"", ""Ceiling fan"", ""Outdoor dining area"", ""Conditioner"", ""Long term stays allowed"", ""Books and reading material"", ""Noise decibel monitors on property"", ""Safe"", ""65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, Roku, standard cable"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""Room-darkening shades"", ""Iron"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Free street parking"", ""Fire extinguisher"", ""Wine glasses"", ""Microwave"", ""Essentials"", ""Central heating"", ""Laundromat nearby"", ""Paid parking garage off premises"", ""Smart lock"", ""Carbon monoxide alarm"", ""Clothing storage: walk-in closet and closet"", ""Bed linens"", ""Freezer"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Bathtub"", ""Baking sheet"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Self check-in"", ""First aid kit"", ""Fast wifi \u2013 492 Mbps"", ""Luggage dropoff allowed"", ""Dining table""]",$380.00,30,31,30.0,30.0,31.0,31.0,30.0,31.0,12,17,47,165,75,9,0,2022-07-05,2024-07-14,4.96,4.93,4.92,4.97,4.97,4.97,4.8,f,1,1,0,0,2.83,POINT (-73.99094 40.76449)
1000691832643780415,https://www.airbnb.com/rooms/1000691832643780415,2024-09-04,10806025,2013-12-25,within an hour,96%,94%,f,2.0,2.0,"['email', 'phone', 'work_email']",t,t,Manhattan,Entire place,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Keypad"", ""TV"", ""Smoke alarm"", ""Heating"", ""Shower gel"", ""Hot water kettle"", ""Refrigerator"", ""Conditioner"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""Iron"", ""Microwave"", ""Essentials"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Self check-in"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$196.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,6,17,40,40,37,37,1,2023-11-10,2024-08-07,4.51,4.59,4.59,4.51,4.81,4.35,4.38,f,2,1,1,0,3.7,POINT (-73.94341125993142 40.81854006640637)
697155684676038214,https://www.airbnb.com/rooms/697155684676038214,2024-09-05,450580547,2022-03-21,within an hour,96%,86%,f,17.0,24.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Single level home"", ""Hot Plate stove"", ""Dining table"", ""TV"", ""Smoke alarm"", ""Cooking basics"", ""Heating"", ""Hot water kettle"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Iron"", ""Wine glasses"", ""Microwave"", ""Essentials"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Bed linens"", ""Freezer"", ""Toaster"", ""Hangers"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Extra pillows and blankets"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$150.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,262,3,2,0,2023-03-10,2023-11-21,4.33,4.33,4.0,4.67,5.0,4.67,5.0,f,16,16,0,0,0.16,POINT (-73.95464 40.76958)
760245558368504183,https://www.airbnb.com/rooms/760245558368504183,2024-05-03,454216204,2022-04-14,,,,f,3.0,6.0,['phone'],t,t,Queens,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Hair dryer"", ""Dining table"", ""Essentials"", ""Laundromat nearby"", ""Wifi"", ""Bathtub"", ""Heating"", ""Dishes and silverware"", ""Refrigerator"", ""Microwave"", ""HDTV with Fire TV, Netflix, Amazon Prime Video, HBO Max, Apple TV, Disney+, Hulu, Chromecast"", ""Iron"", ""Wine glasses"", ""Oven"", ""Gas stove"", ""Cooking basics"", ""Freezer"", ""Self check-in"", ""Coffee"", ""Coffee maker"", ""Central air conditioning"", ""Mini fridge"", ""Lockbox"", ""Free street parking"", ""Kitchen"", ""Toaster""]",$175.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,4,0,0,2022-11-26,2023-01-02,4.75,5.0,4.5,4.75,4.75,4.5,4.75,f,3,2,1,0,0.23,POINT (-73.82387 40.66758)
52690933,https://www.airbnb.com/rooms/52690933,2024-07-05,267272502,2019-06-09,within an hour,100%,97%,f,35.0,39.0,"['email', 'phone']",t,t,Brooklyn,Private room in townhouse,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Bed linens"", ""Oven"", ""Cleaning products"", ""Dedicated workspace"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Free street parking"", ""Hair dryer"", ""Self check-in"", ""Fire extinguisher"", ""Keypad"", ""Toaster"", ""Bathtub"", ""Iron"", ""Essentials"", ""Radiant heating"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Kitchen"", ""Wifi"", ""Luggage dropoff allowed"", ""Refrigerator"", ""City skyline view"", ""Cooking basics"", ""Hot water"", ""32 inch HDTV with Netflix"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Rice maker"", ""Dove body soap"", ""Drying rack for clothing"", ""Mini fridge"", ""Private entrance"", ""Exterior security cameras on property"", ""Hangers"", ""First aid kit"", ""Dining table"", ""Shared patio or balcony"", ""Books and reading material"", ""Window AC unit"", ""Hot water kettle"", ""Long term stays allowed""]",$58.00,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,8,38,68,343,19,2,0,2021-12-11,2023-10-08,4.47,4.74,4.0,5.0,4.84,4.11,4.26,t,29,2,27,0,0.61,POINT (-73.95103 40.69258)
